PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
6246,1,3,"Miller, Mrs. Annie",female,44.7,0,0,T87624,7.18,C88,C
6247,1,1,"Smith, Mrs. Edith",female,15.7,0,0,T699591,119.22,,S
6248,1,3,"Smith, Mr. George",male,17.2,0,0,T360118,3.56,,Q
6249,0,1,"Brown, Mr. Charles",male,53.7,0,0,T127121,225.07,,C
6250,0,1,"Johnson, Mr. Richard",male,12.2,0,2,T931757,142.12,,C
6251,1,1,"Brown, Mr. William",male,36.6,1,0,T150572,106.87,G62,S
6252,1,1,"Wilson, Mr. Charles",male,3.9,0,0,T151926,122.95,,S
6253,1,3,"Moore, Miss. Florence",female,25.3,0,0,T275082,3.41,,C
6254,0,3,"Moore, Mr. Richard",male,38.2,0,0,T618241,6.98,,S
6255,0,3,"Wilson, Miss. Annie",female,29.3,0,0,T327951,11.99,,S
6256,0,1,"Brown, Mr. James",male,37.3,0,0,T545891,89.49,,S
6257,1,1,"Wilson, Mr. James",male,11.9,0,2,T977263,96.37,,Q
6258,0,2,"Williams, Mr. James",male,,0,0,T516240,20.15,B88,S
6259,0,3,"Miller, Mr. Charles",male,,0,0,T507122,7.79,,S
6260,1,2,"Brown, Miss. Annie",female,39.8,1,0,T998052,18.17,,S
6261,0,2,"Smith, Mr. William",male,32.9,0,0,T200917,18.87,F21,C
6262,0,2,"Brown, Mr. Thomas",male,43.4,0,0,T466146,17.05,,S
6263,1,1,"Jones, Mrs. Alice",female,5.7,0,0,T775922,105.47,,S
6264,0,3,"Taylor, Mr. George",male,22.9,1,0,T174687,13.83,,S
6265,0,3,"Brown, Mr. Edward",male,56.1,0,1,T641757,10.05,A42,C
6266,0,3,"Johnson, Master. Robert",male,,0,0,T349977,11.45,,Q
6267,0,3,"Moore, Mr. Robert",male,38.9,0,0,T37020,5.59,,S
6268,0,3,"Moore, Mr. George",male,,1,0,T813167,9.82,,S
6269,1,1,"Wilson, Mrs. Dorothy",female,44.7,1,0,T34797,111.11,,S
6270,0,3,"Taylor, Mr. Thomas",male,35.9,1,0,T628693,16.21,,S
6271,1,1,"Thomas, Mr. John",male,7.7,0,0,T841948,61.24,,S
6272,1,2,"Miller, Mr. George",male,44.1,0,2,T534478,16.53,,S
6273,1,3,"Brown, Mr. William",male,,0,0,T99041,9.13,,S
6274,0,3,"Miller, Mrs. Clara",female,40.7,0,0,T694881,8.74,C66,Q
6275,0,3,"Moore, Mr. James",male,6.3,1,0,T324070,7.06,,S
6276,1,3,"Brown, Miss. Alice",female,52.9,0,0,T399347,7.26,,S
6277,1,1,"Johnson, Mr. James",male,25.7,0,2,T217259,47.52,D54,S
6278,1,2,"Wilson, Mrs. Alice",female,13.6,1,0,T547776,24.24,,S
6279,1,1,"Brown, Mr. Robert",male,19.7,0,0,T478613,223.99,B92,S
6280,1,3,"Miller, Mr. Edward",male,24.8,1,0,T252831,15.19,,Q
6281,0,3,"Smith, Mr. Richard",male,29.6,0,0,T564392,9.43,D109,S
6282,1,2,"Miller, Mr. Charles",male,48.8,0,0,T638235,25.75,,S
6283,1,1,"Johnson, Mr. Robert",male,30.7,1,0,T462347,187.11,,S
6284,0,3,"Brown, Mr. Robert",male,,2,0,T295865,12.59,G110,S
6285,1,3,"Wilson, Miss. Emma",female,11.9,0,1,T113323,9.25,D6,C
6286,0,3,"Jones, Mr. Thomas",male,69.7,0,0,T778284,5.39,,C
6287,1,1,"Thomas, Mr. John",male,,1,0,T403214,58.35,,S
6288,1,3,"Miller, Miss. Clara",female,43.5,0,0,T300613,9.22,,S
6289,0,3,"Moore, Master. Edward",male,25.2,0,0,T543850,4.18,,S
6290,0,1,"Taylor, Mrs. Beatrice",female,15.1,0,2,T940764,179.03,,S
6291,0,3,"Johnson, Mr. Richard",male,22.7,0,0,T196831,8.95,G16,Q
6292,0,3,"Wilson, Mr. Robert",male,31.6,0,0,T517477,8.06,,S
6293,0,2,"Williams, Mr. Edward",male,23.0,0,1,T97827,30.26,,S
6294,0,3,"Thomas, Mrs. Mary",female,,1,0,T630282,11.08,D95,S
6295,1,3,"Moore, Miss. Alice",female,20.8,0,0,T881712,13.47,E68,S
6296,0,3,"Smith, Mrs. Annie",female,14.4,0,0,T329174,6.22,,S
6297,0,1,"Taylor, Mr. Robert",male,41.4,0,0,T370675,282.37,C43,S
6298,0,3,"Wilson, Miss. Florence",female,,1,0,T298235,32.31,,C
6299,0,1,"Brown, Mr. James",male,,0,2,T991384,178.41,,S
6300,0,3,"Williams, Mr. Henry",male,21.0,0,0,T927619,9.89,,C
6301,1,3,"Moore, Mrs. Alice",female,,1,0,T835688,9.92,,Q
6302,0,1,"Moore, Mr. Edward",male,,0,0,T41008,79.5,,S
6303,0,1,"Jones, Mr. Charles",male,,0,1,T299321,83.38,C87,S
6304,0,3,"Wilson, Master. Robert",male,23.3,0,0,T417406,32.97,,S
6305,0,2,"Davis, Mrs. Lily",female,30.6,0,0,T381539,41.24,,S
6306,0,3,"Thomas, Mr. Richard",male,26.4,0,0,T970737,10.58,B129,S
6307,0,3,"Williams, Mr. Robert",male,53.3,2,1,T127050,16.27,,S
6308,0,3,"Johnson, Miss. Lily",female,14.7,3,0,T290565,18.67,E51,S
6309,1,3,"Johnson, Mr. Henry",male,20.7,1,0,T918986,3.61,,S
6310,1,2,"Anderson, Mr. William",male,,0,0,T201000,27.76,,S
6311,0,2,"Thomas, Mr. Thomas",male,34.2,0,2,T996993,21.79,B82,S
6312,0,3,"Thomas, Mrs. Beatrice",female,30.5,1,0,T990587,10.3,,S
6313,0,3,"Thomas, Master. William",male,32.6,0,1,T875230,9.04,,C
6314,0,1,"Anderson, Mr. John",male,16.9,1,0,T321706,204.8,,S
6315,0,3,"Brown, Mr. Robert",male,51.2,0,0,T991489,18.93,B2,S
6316,1,3,"Johnson, Mr. Charles",male,,0,1,T622832,11.9,,S
6317,0,1,"Brown, Mr. Edward",male,46.9,0,0,T651246,66.35,,S
6318,0,3,"Miller, Mr. Charles",male,,4,1,T974238,11.57,,S
6319,0,3,"Williams, Mr. George",male,17.0,1,0,T819036,8.23,F54,C
6320,0,1,"Williams, Miss. Mary",female,34.7,0,0,T231224,26.8,B43,S
6321,1,1,"Miller, Miss. Emma",female,27.8,0,2,T496621,95.28,,S
6322,1,3,"Williams, Mrs. Dorothy",female,59.1,0,0,T25312,5.97,,S
6323,1,3,"Miller, Miss. Mary",female,,0,0,T663521,4.49,,C
6324,0,1,"Smith, Mr. Richard",male,33.3,1,0,T220324,64.11,D88,S
6325,1,2,"Anderson, Mr. William",male,33.0,0,0,T674927,31.15,,C
6326,0,2,"Smith, Miss. Florence",female,28.2,2,0,T339163,15.9,,S
6327,0,3,"Johnson, Master. Charles",male,40.7,0,2,T494982,11.23,,S
6328,1,1,"Jones, Miss. Annie",female,31.1,1,0,T875336,106.57,,C
6329,0,1,"Smith, Mr. James",male,36.7,1,0,T327184,147.87,,S
6330,0,3,"Anderson, Mr. William",male,,2,0,T526940,12.93,C112,S
6331,0,3,"Smith, Mr. Edward",male,20.9,0,1,T208343,21.13,,C
6332,0,3,"Thomas, Mr. Charles",male,25.8,1,0,T300859,10.39,,S
6333,0,2,"Williams, Mr. Edward",male,37.8,1,0,T659968,19.72,,S
6334,0,2,"Brown, Mr. John",male,37.7,0,1,T729848,40.6,,Q
6335,0,2,"Davis, Mr. George",male,,0,0,T40969,55.19,,C
6336,0,3,"Johnson, Mr. Robert",male,56.7,2,0,T287325,12.58,,S
6337,0,3,"Moore, Mr. James",male,22.1,0,0,T87903,18.33,,S
6338,1,1,"Anderson, Mrs. Florence",female,31.7,2,0,T620865,53.87,,S
6339,0,2,"Taylor, Master. John",male,26.9,0,0,T560674,14.97,,S
6340,0,3,"Smith, Master. John",male,13.6,0,0,T779609,16.46,C146,S
6341,0,3,"Brown, Master. William",male,37.9,0,0,T283598,5.36,,S
6342,1,3,"Miller, Miss. Emma",female,41.0,0,2,T986094,8.47,,S
6343,0,3,"Brown, Mr. Thomas",male,14.1,0,0,T505587,7.97,B40,S
6344,0,3,"Thomas, Mrs. Dorothy",female,24.3,0,0,T487122,20.4,,S
6345,0,3,"Wilson, Mr. George",male,,1,0,T522129,6.67,,S
6346,0,3,"Brown, Mr. Thomas",male,7.8,3,0,T704756,9.27,,S
6347,0,3,"Jones, Mr. Robert",male,29.2,0,0,T584609,6.02,,S
6348,0,3,"Taylor, Master. Thomas",male,13.1,0,0,T377757,9.4,,S
6349,0,3,"Davis, Mr. Thomas",male,32.0,0,0,T783057,7.22,,S
6350,0,2,"Thomas, Miss. Lily",female,,0,0,T82343,21.48,,S
6351,0,2,"Jones, Mr. Richard",male,,2,2,T197709,23.8,,C
6352,0,3,"Johnson, Mrs. Lily",female,36.1,1,0,T174417,25.0,,C
6353,1,3,"Wilson, Miss. Beatrice",female,51.9,0,0,T886493,9.8,E8,C
6354,0,3,"Thomas, Mrs. Beatrice",female,18.0,0,0,T53703,15.72,,C
6355,0,1,"Davis, Mr. Henry",male,18.7,0,0,T144400,17.27,,S
6356,0,3,"Anderson, Mrs. Mary",female,39.2,0,0,T751421,10.62,,Q
6357,1,1,"Williams, Mr. James",male,27.8,0,2,T977284,173.13,,S
6358,0,3,"Wilson, Mr. William",male,,0,0,T487770,6.3,,S
6359,0,1,"Wilson, Mrs. Beatrice",female,37.8,0,0,T857374,173.86,,S
6360,0,1,"Davis, Mr. Edward",male,57.5,3,0,T80520,153.32,,Q
6361,0,1,"Moore, Miss. Clara",female,28.4,0,0,T24727,146.55,E73,S
6362,0,3,"Jones, Mr. James",male,8.2,1,0,T162476,14.24,,S
6363,0,2,"Thomas, Mr. Henry",male,34.6,0,0,T57610,17.41,,C
6364,1,1,"Smith, Mr. John",male,,0,0,T239661,333.14,,S
6365,0,2,"Johnson, Mr. Richard",male,37.5,0,0,T446969,17.81,C21,C
6366,0,1,"Brown, Mr. George",male,39.3,0,2,T660072,136.66,,C
6367,0,3,"Brown, Mr. William",male,21.9,0,0,T848466,7.15,G46,S
6368,1,2,"Smith, Miss. Florence",female,15.1,0,0,T464641,28.96,,S
6369,0,2,"Anderson, Miss. Florence",female,27.6,1,0,T760848,15.32,,S
6370,0,3,"Anderson, Miss. Emma",female,0.5,1,0,T553706,11.15,,S
6371,1,3,"Taylor, Mrs. Clara",female,30.9,0,1,T988583,16.28,,Q
6372,0,3,"Brown, Mr. Richard",male,23.8,0,0,T983591,6.69,,S
6373,0,3,"Moore, Miss. Lily",female,42.2,0,0,T431991,6.65,,C
6374,0,3,"Wilson, Mr. Edward",male,0.9,0,0,T663442,10.11,,S
6375,1,1,"Smith, Mr. Edward",male,29.8,1,0,T832720,131.52,,S
6376,0,3,"Davis, Miss. Mary",female,52.6,0,0,T84296,2.76,G63,S
6377,0,3,"Jones, Mr. Thomas",male,,1,0,T724054,7.07,,C
6378,0,3,"Anderson, Miss. Beatrice",female,43.9,4,2,T173605,6.44,,Q
6379,0,3,"Anderson, Mr. Charles",male,34.6,1,0,T145798,3.78,,S
6380,0,3,"Johnson, Mr. George",male,5.6,0,0,T415877,8.37,,C
6381,1,1,"Davis, Mr. Edward",male,32.1,1,0,T749594,22.98,G21,C
6382,0,1,"Smith, Mr. John",male,35.6,2,1,T834771,67.52,D100,S
6383,1,3,"Miller, Mrs. Clara",female,14.1,1,1,T659297,8.29,,C
6384,0,3,"Anderson, Mrs. Dorothy",female,27.9,0,0,T404634,9.45,,Q
6385,1,2,"Moore, Mr. Edward",male,0.5,0,0,T596464,26.66,,S
6386,0,3,"Williams, Mr. Richard",male,24.9,1,1,T800634,14.41,,S
6387,0,3,"Taylor, Mr. Thomas",male,23.4,0,0,T11640,10.89,,S
6388,1,1,"Thomas, Mrs. Annie",female,50.0,0,2,T803153,39.16,,S
6389,0,3,"Smith, Mr. William",male,21.0,3,2,T601285,8.73,,S
6390,0,3,"Wilson, Mrs. Dorothy",female,25.8,0,0,T995079,15.59,,S
6391,0,1,"Moore, Mrs. Lily",female,,0,2,T497126,118.07,,S
6392,0,3,"Johnson, Mrs. Alice",female,21.1,0,0,T493288,7.45,B54,S
6393,0,1,"Smith, Mr. Edward",male,40.1,0,2,T183576,114.66,,S
6394,1,3,"Wilson, Mrs. Mary",female,0.8,0,2,T394531,7.18,,C
6395,1,1,"Johnson, Mr. Charles",male,46.2,0,3,T563581,79.46,,S
6396,1,3,"Smith, Miss. Lily",female,29.5,0,1,T214526,7.55,,S
6397,0,2,"Thomas, Miss. Dorothy",female,,0,0,T881176,42.14,,S
6398,1,2,"Williams, Mr. George",male,0.5,2,3,T201164,14.59,D146,S
6399,0,3,"Thomas, Mr. Henry",male,0.5,0,0,T715422,16.17,,S
6400,1,1,"Johnson, Miss. Annie",female,,0,0,T993612,52.83,,C
6401,0,3,"Moore, Miss. Clara",female,37.0,0,0,T184843,11.43,,C
6402,1,3,"Johnson, Miss. Edith",female,,0,0,T622329,21.26,,S
6403,0,3,"Jones, Mr. Edward",male,38.2,0,0,T182961,27.39,,Q
6404,0,3,"Moore, Mr. Henry",male,43.9,1,0,T437647,8.18,,S
6405,1,1,"Smith, Mrs. Annie",female,39.4,1,0,T244446,171.49,,S
6406,0,1,"Williams, Mr. William",male,31.2,0,0,T477296,198.77,,S
6407,0,3,"Davis, Mr. Robert",male,31.1,0,0,T657915,23.02,,C
6408,0,3,"Miller, Master. William",male,20.8,0,2,T712101,9.8,,S
6409,0,2,"Smith, Mr. John",male,28.9,0,0,T154563,26.33,G9,S
6410,0,3,"Williams, Mr. Thomas",male,14.8,1,4,T367347,8.5,,S
6411,0,3,"Davis, Mr. Robert",male,,1,0,T566876,14.92,,S
6412,0,3,"Moore, Mr. Charles",male,37.2,0,1,T25869,9.22,,Q
6413,0,3,"Johnson, Miss. Lily",female,23.0,0,0,T279481,5.24,,C
6414,0,3,"Wilson, Miss. Edith",female,19.0,1,1,T960797,18.02,,C
6415,0,3,"Smith, Mr. William",male,36.2,0,2,T633228,5.23,,C
6416,0,3,"Moore, Mr. Thomas",male,35.2,0,0,T667001,8.58,,S
6417,0,1,"Moore, Mr. William",male,26.6,0,2,T657914,141.72,,Q
6418,0,3,"Smith, Mrs. Clara",female,27.5,0,0,T719646,11.46,,S
6419,0,3,"Smith, Mrs. Beatrice",female,35.7,0,0,T575280,10.06,C10,S
6420,1,3,"Williams, Miss. Mary",female,43.7,0,1,T748805,14.69,C14,S
6421,0,3,"Smith, Mrs. Mary",female,,0,1,T421010,18.26,F143,S
6422,0,1,"Moore, Mr. Robert",male,12.4,0,1,T466966,71.85,,S
6423,0,3,"Johnson, Mr. Robert",male,26.5,0,0,T102461,11.79,,C
6424,0,3,"Thomas, Mr. Thomas",male,23.8,5,0,T742080,23.64,B24,C
6425,1,1,"Wilson, Mrs. Lily",female,14.4,8,0,T472247,41.05,,S
6426,0,2,"Taylor, Mr. John",male,36.9,0,0,T576312,41.59,,C
6427,0,3,"Wilson, Mrs. Dorothy",female,38.0,0,0,T656387,6.45,,S
6428,0,2,"Moore, Miss. Edith",female,,1,0,T179012,19.78,,S
6429,1,2,"Moore, Miss. Alice",female,,1,1,T567623,26.09,,Q
6430,0,1,"Moore, Mr. Edward",male,32.0,0,5,T306004,82.34,,S
6431,0,3,"Moore, Mr. Richard",male,29.6,1,0,T266281,13.95,,S
6432,0,3,"Thomas, Miss. Mary",female,,0,0,T756867,6.76,,C
6433,0,1,"Miller, Mr. Edward",male,,0,0,T44276,40.15,D104,S
6434,0,3,"Johnson, Mr. Richard",male,29.5,3,0,T90129,24.39,,S
6435,0,3,"Jones, Mrs. Florence",female,,1,0,T207625,51.57,,S
6436,1,1,"Anderson, Mrs. Annie",female,45.7,2,0,T685121,61.92,,S
6437,0,2,"Jones, Mr. John",male,,2,0,T26508,23.51,,S
6438,0,3,"Miller, Mrs. Edith",female,,0,0,T719376,15.76,,C
6439,0,3,"Taylor, Mr. Charles",male,,1,0,T498515,25.39,,S
6440,0,3,"Taylor, Mr. James",male,17.9,1,0,T742059,13.86,,S
6441,1,2,"Williams, Mr. George",male,,0,0,T381305,14.45,,C
6442,1,1,"Taylor, Miss. Dorothy",female,,0,1,T543879,91.67,,S
6443,0,3,"Williams, Mr. John",male,9.1,0,0,T589449,13.17,,Q
6444,0,2,"Davis, Mr. Henry",male,,0,0,T964425,16.68,A113,S
6445,0,3,"Wilson, Mr. Richard",male,,0,0,T366409,10.55,D68,S
6446,1,1,"Wilson, Miss. Annie",female,35.6,0,0,T267161,60.16,,S
6447,0,2,"Davis, Mrs. Alice",female,,0,0,T953246,13.76,,Q
6448,1,2,"Brown, Mr. Richard",male,46.9,0,0,T116769,43.54,B60,Q
6449,0,1,"Johnson, Mr. Robert",male,,0,1,T763389,60.24,,S
6450,0,2,"Davis, Mr. Richard",male,40.2,0,2,T140982,12.86,,Q
6451,1,1,"Brown, Master. George",male,12.7,1,1,T357838,145.89,,S
6452,1,3,"Moore, Mrs. Florence",female,55.9,0,0,T487323,10.8,,S
6453,0,3,"Smith, Mr. William",male,28.7,0,0,T703447,15.39,,Q
6454,1,1,"Anderson, Mrs. Mary",female,58.0,1,1,T554637,99.02,,Q
6455,0,3,"Anderson, Mr. John",male,17.8,0,0,T625081,15.54,,Q
6456,1,1,"Johnson, Mr. John",male,23.3,0,0,T428368,221.7,D65,S
6457,1,1,"Johnson, Mr. Richard",male,47.3,0,2,T202837,106.9,,C
6458,0,3,"Smith, Mr. Richard",male,9.0,0,2,T92678,11.31,C85,Q
6459,0,3,"Taylor, Mrs. Lily",female,19.6,0,1,T181053,12.05,A132,S
6460,0,3,"Thomas, Miss. Beatrice",female,,1,1,T439199,4.66,,S
6461,1,1,"Wilson, Mr. Thomas",male,14.9,1,0,T745124,181.83,,S
6462,0,3,"Miller, Mr. Edward",male,37.3,0,0,T477510,15.25,,S
6463,0,3,"Davis, Mr. George",male,32.2,0,0,T642588,12.18,,S
6464,0,1,"Moore, Mr. Henry",male,7.8,0,0,T323221,66.53,B115,Q
6465,1,2,"Anderson, Mrs. Mary",female,43.7,0,1,T349302,14.08,,S
6466,0,3,"Williams, Miss. Annie",female,11.4,0,0,T668547,14.38,,S
6467,0,3,"Davis, Mr. Robert",male,40.9,1,2,T165036,7.19,,S
6468,0,1,"Brown, Mr. James",male,31.6,0,0,T539537,54.05,,S
6469,0,2,"Wilson, Master. James",male,23.1,1,1,T357511,34.03,,Q
6470,0,2,"Brown, Mrs. Mary",female,13.7,0,0,T393280,25.28,,S
6471,0,3,"Thomas, Mr. Robert",male,34.5,0,0,T684627,16.66,,S
6472,0,3,"Wilson, Master. Charles",male,,1,1,T842339,10.28,,S
6473,0,2,"Thomas, Mr. Thomas",male,47.2,0,1,T456512,37.68,,C
6474,0,2,"Wilson, Master. Edward",male,47.7,0,0,T991127,17.48,,C
6475,0,3,"Anderson, Mr. Henry",male,53.5,0,0,T24517,13.61,,S
6476,0,3,"Williams, Mrs. Dorothy",female,33.8,0,0,T413331,9.67,,C
6477,0,3,"Brown, Mrs. Mary",female,23.8,5,0,T858502,11.79,,S
6478,1,2,"Moore, Mr. Edward",male,25.4,1,0,T316664,17.31,,S
6479,0,3,"Moore, Master. William",male,,1,0,T157302,17.95,,S
6480,0,3,"Wilson, Mrs. Alice",female,33.3,0,0,T522593,12.02,B2,Q
6481,1,2,"Davis, Mrs. Mary",female,36.0,0,0,T740285,23.84,,S
6482,0,3,"Anderson, Mr. Edward",male,,0,0,T616752,15.9,B47,S
6483,1,3,"Smith, Mrs. Emma",female,30.0,0,0,T655641,5.5,,S
6484,1,3,"Williams, Miss. Lily",female,9.4,0,0,T171596,25.84,,C
6485,0,3,"Davis, Mr. William",male,23.8,1,0,T898422,10.54,,C
6486,0,3,"Wilson, Mr. Charles",male,52.3,0,0,T786632,5.52,D49,S
6487,1,1,"Davis, Miss. Dorothy",female,,0,1,T481121,114.75,,S
6488,0,2,"Thomas, Miss. Florence",female,40.4,1,0,T997090,33.86,,C
6489,0,3,"Taylor, Mr. John",male,24.0,0,0,T719598,16.54,F148,C
6490,0,3,"Moore, Master. Richard",male,16.9,0,0,T894588,18.44,,S
6491,0,3,"Miller, Mr. Charles",male,,0,0,T94686,9.8,,S
6492,1,1,"Thomas, Miss. Emma",female,52.3,0,0,T409539,35.85,,S
6493,0,3,"Wilson, Mr. James",male,34.6,1,0,T218504,12.17,,C
6494,0,3,"Smith, Mr. James",male,25.9,0,2,T36982,17.74,,S
6495,1,3,"Jones, Miss. Lily",female,10.9,0,0,T512497,7.51,,S
6496,0,3,"Thomas, Mr. Edward",male,,0,2,T311107,7.25,,S
6497,1,3,"Thomas, Mrs. Beatrice",female,10.4,1,0,T15203,20.49,,S
6498,0,1,"Moore, Mr. Charles",male,25.2,0,0,T816943,66.91,,C
6499,0,1,"Smith, Mr. Thomas",male,28.8,0,0,T215437,44.38,A117,S
6500,0,1,"Jones, Mr. Thomas",male,0.5,1,0,T670863,47.6,,S
6501,0,3,"Smith, Mrs. Dorothy",female,,0,0,T341187,8.63,,C
6502,1,2,"Thomas, Mrs. Beatrice",female,11.7,0,0,T268331,40.21,A102,S
6503,0,3,"Miller, Mr. Robert",male,,0,3,T457769,10.77,,S
6504,0,2,"Anderson, Miss. Clara",female,,1,0,T832694,45.01,,S
6505,1,3,"Jones, Mrs. Alice",female,48.7,0,2,T473845,12.35,,S
6506,0,3,"Davis, Master. John",male,,1,1,T386721,17.09,,S
6507,0,3,"Anderson, Mr. William",male,0.5,0,0,T263549,7.44,,S
6508,0,3,"Wilson, Mr. Henry",male,45.3,0,1,T242970,15.56,,S
6509,1,1,"Miller, Mr. Henry",male,,0,0,T399354,61.38,F17,Q
6510,0,2,"Smith, Mr. James",male,,0,0,T509273,26.51,A18,Q
6511,0,3,"Thomas, Mr. Charles",male,35.8,0,0,T808781,6.69,,S
6512,0,3,"Johnson, Mr. Edward",male,,1,0,T536209,13.78,E88,S
6513,0,3,"Wilson, Mr. George",male,,0,0,T810162,13.17,A11,S
6514,0,3,"Williams, Mr. Richard",male,23.0,0,0,T267961,7.87,,S
6515,0,3,"Moore, Mr. Richard",male,0.5,0,0,T854384,10.84,D114,C
6516,0,2,"Miller, Mr. Charles",male,10.3,1,0,T974719,32.4,,S
6517,0,3,"Williams, Mr. Thomas",male,31.5,0,1,T193309,13.7,,S
6518,0,2,"Brown, Mrs. Edith",female,28.4,0,0,T988056,16.32,,S
6519,0,1,"Smith, Mr. Edward",male,34.1,0,0,T30486,92.92,,S
6520,0,2,"Johnson, Mr. Thomas",male,,1,5,T377638,27.89,,S
6521,0,1,"Wilson, Mr. Thomas",male,5.3,0,1,T622664,206.81,,S
6522,0,2,"Wilson, Mr. Robert",male,,3,0,T691414,31.57,A103,S
6523,1,3,"Miller, Mrs. Dorothy",female,40.7,2,0,T535504,37.17,,S
6524,1,3,"Moore, Mr. Richard",male,51.8,1,1,T258376,21.38,D78,S
6525,0,2,"Johnson, Mr. Robert",male,15.7,0,0,T546373,23.79,,S
6526,0,3,"Smith, Mr. Edward",male,33.5,1,0,T25277,7.02,,C
6527,0,1,"Jones, Mr. Charles",male,41.4,0,0,T140791,69.77,G21,C
6528,0,1,"Jones, Mr. Richard",male,33.1,0,0,T39026,40.9,D83,S
6529,0,3,"Wilson, Mr. Edward",male,26.1,0,1,T429365,15.62,,S
6530,0,3,"Moore, Mr. Richard",male,,0,0,T820798,5.21,,S
6531,1,1,"Brown, Mrs. Beatrice",female,58.5,0,0,T358403,100.82,,S
6532,1,1,"Brown, Mr. John",male,31.1,0,3,T105854,23.87,,C
6533,0,3,"Brown, Mr. William",male,35.3,0,0,T53015,21.72,C47,S
6534,0,2,"Taylor, Mr. William",male,34.4,0,0,T908066,43.35,,C
6535,0,3,"Davis, Mrs. Alice",female,17.9,0,0,T961236,7.41,,C
6536,0,3,"Thomas, Mr. Robert",male,30.4,0,2,T59068,12.63,,S
6537,1,1,"Johnson, Mr. George",male,25.0,0,0,T210363,144.82,,S
6538,0,3,"Williams, Master. Charles",male,,0,0,T587535,8.69,,S
6539,0,2,"Brown, Mr. William",male,34.3,2,0,T850143,50.85,E50,S
6540,0,3,"Davis, Mr. James",male,16.4,0,0,T869398,2.12,,S
6541,0,3,"Brown, Miss. Dorothy",female,12.2,0,0,T776824,16.48,,C
6542,0,3,"Johnson, Master. Thomas",male,,0,0,T175908,12.24,,Q
6543,0,3,"Jones, Miss. Lily",female,22.0,1,0,T558907,12.12,,C
6544,0,3,"Davis, Mr. Thomas",male,24.7,0,0,T635944,21.04,,S
6545,1,2,"Taylor, Mrs. Lily",female,1.7,0,1,T456254,21.23,,Q
6546,0,3,"Williams, Mr. James",male,43.7,1,1,T806652,27.3,D80,C
6547,0,3,"Miller, Mr. Thomas",male,37.3,0,0,T152465,5.24,,S
6548,0,2,"Brown, Mrs. Annie",female,,0,2,T923735,28.78,,C
6549,0,3,"Davis, Mr. Robert",male,35.3,0,0,T368994,24.11,A58,S
6550,0,1,"Johnson, Mrs. Dorothy",female,7.7,3,1,T298873,54.57,,C
6551,0,3,"Davis, Mr. Henry",male,33.0,0,0,T579956,7.12,,S
6552,0,3,"Taylor, Mrs. Mary",female,,0,0,T422498,6.24,,Q
6553,0,3,"Williams, Mr. Henry",male,15.7,2,0,T890308,4.76,C127,C
6554,1,3,"Williams, Miss. Mary",female,37.0,0,2,T429636,9.55,,S
6555,0,2,"Jones, Mr. John",male,53.7,0,0,T484560,11.2,,Q
6556,1,3,"Smith, Mr. James",male,,0,1,T283307,22.35,,S
6557,1,1,"Wilson, Mrs. Clara",female,,0,0,T519799,138.14,,S
6558,1,3,"Johnson, Mrs. Lily",female,29.3,1,0,T221405,5.99,,S
6559,0,3,"Johnson, Master. John",male,26.6,1,0,T620966,5.86,,S
6560,0,3,"Davis, Mr. Thomas",male,16.6,0,0,T860311,6.51,,C
6561,0,3,"Thomas, Mr. Henry",male,25.8,0,0,T301874,5.43,E130,S
6562,0,3,"Smith, Mr. Robert",male,,0,0,T441582,16.85,,C
6563,1,1,"Davis, Mr. James",male,56.1,1,0,T123814,131.59,,C
6564,0,2,"Jones, Mrs. Annie",female,17.9,0,0,T377686,30.17,,C
6565,0,1,"Davis, Mr. Charles",male,0.8,1,0,T451857,169.0,,C
6566,0,3,"Brown, Mr. Thomas",male,22.0,0,1,T523234,3.83,C53,S
6567,0,3,"Anderson, Miss. Annie",female,,0,0,T147307,5.07,,C
6568,0,3,"Moore, Mr. John",male,59.7,2,1,T71989,28.12,,C
6569,0,3,"Moore, Mr. Richard",male,,0,0,T14131,13.01,,S
6570,1,3,"Taylor, Miss. Clara",female,48.3,0,1,T363715,17.62,C139,S
6571,1,1,"Jones, Mrs. Mary",female,17.4,1,0,T875760,114.42,B56,S
6572,1,2,"Taylor, Miss. Dorothy",female,17.8,0,0,T11404,23.79,,Q
6573,1,1,"Miller, Miss. Clara",female,,0,0,T183751,237.19,D124,C
6574,0,3,"Thomas, Mr. Edward",male,20.1,1,0,T151841,6.34,,S
6575,0,1,"Davis, Mr. John",male,43.0,1,0,T938165,209.07,,S
6576,1,3,"Moore, Miss. Clara",female,53.3,0,0,T337817,11.14,,S
6577,0,3,"Moore, Mr. Edward",male,,0,1,T829993,20.68,,S
6578,0,3,"Smith, Mr. Henry",male,,0,2,T284047,6.5,,S
6579,1,1,"Williams, Miss. Alice",female,14.2,0,0,T325598,51.76,,S
6580,0,2,"Moore, Miss. Emma",female,28.1,1,0,T109642,18.25,A82,S
6581,0,2,"Johnson, Mr. Richard",male,32.6,0,0,T190063,28.05,B29,S
6582,1,3,"Williams, Mrs. Annie",female,,0,0,T784608,9.7,,S
6583,0,1,"Smith, Mrs. Florence",female,43.1,2,0,T441872,215.21,,S
